Genome	B109_23_EFNP_N1 Relative Abundance (%)	B111F_22_EFNP_N1 Relative Abundance (%)	B11_23_RUNR Relative Abundance (%)	B120_23_EFNP_TC Relative Abundance (%)	B163F_22_EFNP_N1 Relative Abundance (%)	B184F_22_EFNP_BB Relative Abundance (%)	B18F_22_EFNP_N1 Relative Abundance (%)	B19_1_23_RUNR Relative Abundance (%)	B19_2_23_RUNR Relative Abundance (%)	B201_23_EFNP_BB Relative Abundance (%)	B2_1_23_RUNR Relative Abundance (%)	B218_23_EFNP_N96 Relative Abundance (%)	B220_23_EFNP_FF Relative Abundance (%)	B246F_22_EFNP_N1 Relative Abundance (%)	B250F_22_EFNP_CV Relative Abundance (%)	B29F_22_EFNP_BB Relative Abundance (%)	B31_23_EFNP_N31 Relative Abundance (%)	B328_23_EFNP_CC Relative Abundance (%)	B33_23_RUNR Relative Abundance (%)	B357_23_EFNP_TE Relative Abundance (%)	B361_23_EFNP_N88 Relative Abundance (%)	B362F_22_EFNP_WH Relative Abundance (%)	B363_23_EFNP_WH Relative Abundance (%)	B369F_22_EFNP_CV Relative Abundance (%)	B382_23_EFNP_CC Relative Abundance (%)	B39_23_RUNR Relative Abundance (%)	B407_23_EFNP_DW Relative Abundance (%)	B441_23_EFNP_RE Relative Abundance (%)	B458_23_EFNP_N1 Relative Abundance (%)	B461F_22_EFNP_BB Relative Abundance (%)	B462_23_EFNP_CV Relative Abundance (%)	B466F_22_EFNP_N1 Relative Abundance (%)	B478_23_EFNP_NB Relative Abundance (%)	B523F_22_EFNP_DW Relative Abundance (%)	B534F_22_EFNP_CC Relative Abundance (%)	B6_23_RUNR Relative Abundance (%)	B63_23_RUNR Relative Abundance (%)	B83F_22_EFNP_WH Relative Abundance (%)	EHI01172 Relative Abundance (%)	EHI01174 Relative Abundance (%)	EHI01175 Relative Abundance (%)	EHI01176 Relative Abundance (%)	EHI01177 Relative Abundance (%)	EHI01178 Relative Abundance (%)	EHI01179 Relative Abundance (%)	EHI01180 Relative Abundance (%)	EHI02781 Relative Abundance (%)	EHI02786 Relative Abundance (%)	EHI02790 Relative Abundance (%)	EHI02800 Relative Abundance (%)	EHI02805 Relative Abundance (%)	EHI02809 Relative Abundance (%)	EHI02814 Relative Abundance (%)	EHI02816 Relative Abundance (%)	FS1_1_23_RUNR Relative Abundance (%)	FS11F_22_EFNP_N1 Relative Abundance (%)	No_69_road_23_EFNP_N69 Relative Abundance (%)
EHA04815_bin.157	0.00026733772	0.00029579177	0.00016749254	0.00008305891	0.00021947653	0.00028255023	0.00032551843	0.00026252243	0.000044861572	0.00048827977	0.00006194837	0.0002349298	0.00030697588	0.00044813685	0.0003609112	0.00037549305	0.0002895279	0.0002082495	0.0002695849	0.00013554054	0.0003897423	0.00035319955	0.0002633749	0.00020060655	0.00009717888	0.0003153115	0.00021306938	0.00017646508	0.00029384278	0.00020701633	0.00035262786	0.00036291662	0.000008127122	0.00023255416	0.0006425833	0.0005109493	0.0005675148	0.00049613824	0.0006770028	0.0005395977	0.0006483737	0.0005588643	0.00052765966	0.000607192	0.0003929881	0.0006565276	0.11852636	0.099051625	0.09933885	0.11544855	0.08542538	0.11473658	0.12993097	0.08538173	0.00010623536	0.00044217205	0.00023303794
EHA04815_bin.158	0.00004078109	0.0000048111606	0.000024967481	0.000052659565	0.00013174122	0.00006454292	0.00011303902	0.00014460487	0	0.000022712871	0.000034922243	0.000042162083	0.000009478116	0.000080297374	0.00003612383	0.00008078509	0.0000044416565	0.000014334511	0.000117623	0.000005124444	0.00011773807	0.000112599766	0.00014934287	0.000022496066	0	0.000095114825	0.000016400783	0.000010175081	0.000048518166	0.000018946012	0.000020573452	0.00014370316	0.0000066365424	0.00003950583	0.00006725661	0.000104755076	0.00006861666	0.00016055009	0.0005254655	0.00019848987	0.00030814257	0.0006733133	0.00023434113	0.00018143006	0.0003719193	0.0003880146	0.062736906	0.12831864	0.06850001	0.08238358	0.08960322	0.13867314	0.10016426	0.095135435	0.000041822244	0.00009824153	0.00013373095
EHA04815_bin.15	0.0011028765	0.00074995094	0.001043969	0.0026752348	0.0036149162	0.0018509978	0.0024777409	0.0011024444	0.00011946479	0.0012892033	0.0013967822	0.0007981841	0.0015444972	0.0015081717	0.0023763601	0.0015797026	0.0020416942	0.0010311784	0.0013043716	0.0013721307	0.00083177164	0.0018931279	0.0016407967	0.00314878	0.0018494879	0.0019450992	0.0008857423	0.0014758471	0.00063571497	0.0010498672	0.00061157875	0.0023805203	0.00011351448	0.0013811737	0.0016996416	0.0007055356	0.0018108038	0.0028055748	0.0010187426	0.00025372521	0.0003294723	0.00066506455	0.0006969667	0.00094193406	0.00035265717	0.0006555487	0.11212975	0.13062042	0.0693023	0.11287229	0.2891982	0.09964509	0.12908764	0.12070213	0.0001706786	0.0020056881	0.0022083342
EHA04815_bin.160	0.00035064266	0.00006738949	0.00004750761	0.000033086573	0.00008512321	0.00006971278	0.000027882435	0.0001261458	0.000009592455	0.000051753515	0.00013922024	0.000060584258	0.00031123176	0.00022059848	0.00037851746	0.00010925011	0.00031149155	0.00007392272	0.00005588154	0.00006721916	0.0000060403677	0.00023904801	0.000077132674	0.000079203885	0.00005339316	0.00043107138	0.00007686689	0.00022059244	0.0000819476	0.000005374755	0.00020862531	0.00021566254	0.000019653482	0.00030841056	0.00029108574	0.000094477	0.000089529436	0.00024013984	0.0006676682	0.009161516	0.0035347675	0.0058628796	0.004367104	0.011333976	0.0048146322	0.0028371757	0.0689131	0.06886109	0.07777745	0.08657731	0.050796963	0.09112224	0.056521192	0.07449989	0.000014947615	0.00017029702	0.0000676
EHA04815_bin.161	0.0009769773	0.0031613996	0.001670182	0.0045041027	0.0051285303	0.00409757	0.0076326476	0.0041199573	0.0005835158	0.005666738	0.00088648737	0.01151246	0.008719065	0.0060627167	0.006311431	0.003545345	0.0024585312	0.0058871973	0.0071151815	0.0016373199	0.004362647	0.005266693	0.0057772566	0.0019712753	0.0024934202	0.0038763979	0.004790652	0.0039384207	0.0040985215	0.0030670117	0.0019061572	0.0036601787	0.000076092896	0.010153213	0.005430346	0.006247326	0.0038577754	0.005253019	0.088617556	0.09133891	0.071481526	0.07148076	0.045287795	0.098160826	0.07120619	0.031144412	0.10734288	0.13497007	0.13969716	0.12753457	0.100747906	0.11460545	0.11889652	0.14545187	0.00210928	0.0047048433	0.0077764783
EHA04815_bin.164	0.00011816291	0.0000830584	0.00008245865	0.00035199965	0.0001783476	0.00017734508	0.00021920756	0.00017167984	0.00004977373	0.00029314202	0.000071296425	0.00035791378	0.00028712195	0.00026815725	0.00023844875	0.0002308942	0.00020401878	0.00015224866	0.00025573673	0.000059856357	0.00008311824	0.0003344196	0.00016016234	0.00046027492	0.00019136336	0.00037614268	0.00018941867	0.00018465686	0.00017824881	0.00013193158	0.00030617687	0.0001756429	0.000013255581	0.00027544497	0.00010389221	0.00027022173	0.00006643997	0.00026746953	0.00035437968	0.00018001274	0.00022237764	0.0002070839	0.0003164426	0.0005699415	0.00036468796	0.00020826337	0.27819145	0.20656836	0.13934787	0.2188385	0.34216318	0.26987576	0.23710828	0.1596078	0.000047665315	0.0002909502	0.00036840152
EHA04815_bin.166	0.0037303572	0.00041776113	0.00022280253	0.00007403809	0.00034461232	0.00012651234	0.00044660043	0.0016396458	0.0006198441	0.0015304199	0.0007197574	0.00025470962	0.0003346204	0.00020658485	0.001472487	0.0009475443	0.00030329815	0.0015352167	0.0030850188	0.001001161	0.0005666492	0.00083885883	0.00022962318	0.000008999561	0.000015640688	0.00026777358	0.000598127	0.0015445366	0.0014817301	0.0021636307	0.0002024934	0.011166601	0.00033893567	0.00001708036	0.0013226226	0.00011028938	0.00085596315	0.0013648071	0.00060925406	0.00005194747	0.000029251445	0.00014175767	0.00020691809	0.000032906264	0.000060436916	0.00030848267	0.18132353	0.38546678	0.11643018	0.15966243	0.26945043	0.18274933	0.15438981	0.24816218	0.00046742978	0.00007388659	0.00010419462
EHA04815_bin.167	0.0006260016	0.0006193187	0.0003818827	0.0006484522	0.001759351	0.00070155755	0.002071026	0.00095823634	0.00016031912	0.0016604603	0.0005588919	0.0010978369	0.000669873	0.001603882	0.0023474162	0.0010915268	0.0007782208	0.0012030405	0.0014955928	0.00045317924	0.0011105189	0.00247601	0.0012300697	0.0011434419	0.0006640256	0.001041146	0.00043398517	0.0010510976	0.0008354424	0.00048810232	0.0009661672	0.0010297556	0.00004848821	0.001417189	0.0015110447	0.0014116602	0.0011756915	0.0021543852	0.0025649578	0.0026423382	0.0021726817	0.002641533	0.0021494448	0.001562163	0.0019740309	0.002345437	0.05651677	0.071743295	0.06635928	0.07631383	0.060325157	0.075587615	0.09360046	0.06709082	0.00035270775	0.0011543997	0.0012006024
EHA04815_bin.169	0.00044923567	0.0010420296	0.00048922567	0.0075513115	0.00071057596	0.011554821	0.00084779784	0.0077668093	0.00063590857	0.002305015	0.0027144172	0.0051870383	0.0019447589	0.0010416207	0.0041558086	0.0052649933	0.006455659	0.0070001143	0.002364057	0.005017692	0.0021770059	0.0014872241	0.017181398	0.0050207875	0.0087885475	0.011087862	0.0034140158	0.00017729902	0.0013563524	0.001000682	0.003053178	0.0010353475	0.00004433152	0.00057435513	0.002146716	0.0009705714	0.0008553127	0.0018435514	0.002979706	0.00044039893	0.0105252415	0.014809997	0.007320211	0.0005034642	0.00046825287	0.0005801008	0.5027034	0.7089126	0.45013866	0.61487776	0.6486425	0.5889216	0.5391831	0.5773682	0.0007975723	0.0017409382	0.010003222
EHA04815_bin.16	0.000024768713	0.00005574588	0.00004270814	0.0004509499	0.00008900798	0.000026574924	0.00007284201	0.000102038226	0.00001588947	0.00008076292	0.00002794921	0.000088803085	0.00006087896	0.000069158166	0.000055637855	0.000042648906	0.000067730296	0.000019513263	0.000034671473	0.000044741006	0.000030541425	0.00007331583	0.0000933434	0.00031365565	0.000117166855	0.0001116475	0.00010463936	0.00002253657	0.00008839263	0.00008457731	0.00006599755	0.000040640924	0	0.00006162583	0.000015776155	0.00014203605	0.000074152915	0.00019981152	0.0018219772	0.00015546977	0.00022491034	0.00033482662	0.000729968	0.00032002604	0.000040880877	0.0003687328	0.044084605	0.04838996	0.043486025	0.059445444	0.037786826	0.057787113	0.04782447	0.058521282	0.000008200879	0.0000772163	0.00018749255
EHA04815_bin.170	0.00021569674	0.0002708594	0.0001946399	0.000004616254	0.00064434164	0.0012154598	0.0002658821	0.0002498284	0.0002388901	0.00011705196	0.00015494793	0.00092689873	0.000056426965	0.0003417427	0.00011557425	0.0021718312	0.00021128634	0.00023167566	0.00018795455	0.0005332918	0.00031578855	0.00015802705	0.00013227886	0.00044001755	0.00015977884	0.0009536608	0.00016997974	0.0000909693	0.002889322	0.00034391216	0.00020682132	0.0001778682	0.000009698517	0.00026661402	0.00019705087	0.00053593324	0.00026068083	0.0002472317	0.0048796823	0.03841064	0.041439496	0.052418396	0.0065226825	0.007698035	0.0053808386	0.011540199	0.4721967	0.43582594	0.6443885	0.42110112	0.55891216	0.33151796	0.47383347	0.4335397	0.000046082783	0.00010860962	0.00008964744
EHA04815_bin.171	0.012541171	0.0044719805	0.0020455772	0.0006302055	0.01670508	0.013720171	0.004991	0.0020935922	0.0020381345	0.0032273878	0.001575032	0.0044718287	0.00479463	0.0059105624	0.009648459	0.014164665	0.0070091756	0.0074919853	0.024279099	0.014943122	0.013532282	0.004326216	0.0029894921	0.0037845147	0.0022948333	0.008084569	0.010309574	0.000424957	0.007436706	0.025391828	0.016761975	0.010987598	0.0036508571	0.00102158	0.00949294	0.008925857	0.010931952	0.0062914463	0.0047789216	0.022016022	0.012353276	0.004328346	0.0051810187	0.0165129	0.00090859947	0.018659526	0.20632486	0.21008866	0.449918	0.18352778	0.18289177	0.12940542	0.1334214	0.33076894	0.0016218829	0.0032379732	0.0056709466
EHA04815_bin.172	0.000031082593	0.000056149307	0.00020743275	0.000042410957	0.00014154108	0.0011955784	0.000041396186	0.00021088874	0.00015035801	0.00006874191	0.000852076	0.0015830961	0.000020542335	0.0000529399	0.0000750591	0.0009135074	0.00004848467	0.0005147602	0.00012592296	0.00018344053	0.0029854726	0.000022844824	0.000013835492	0.012504638	0.0016239572	0.00046268708	0.00061057875	0.0003445457	0.0004938481	0.000019766609	0.00007408598	0.00033710685	0.00017175238	0.0014572591	0.0016374332	0.00036068246	0.000034888504	0.0001808478	0.0023713605	0.026515681	0.02054124	0.01285922	0.007718645	0.009881647	0.0040973327	0.021240888	0.10400717	0.09841525	0.1659985	0.08689215	0.17361397	0.06968423	0.11456492	0.09003858	0.00030353185	0.000021847578	0.00009111217
EHA04815_bin.176	0.000062085775	0.000052363917	0.00007805275	0.000070408656	0.00015058061	0.00009795093	0.00010433488	0.00012026329	0	0.00022254874	0.000018353458	0.0003515666	0.00013595598	0.00015921137	0.0001781599	0.000116860094	0.000048292834	0.00018245698	0.00012151902	0.00008090117	0.00022443694	0.00018607828	0.0002677359	0.00018515503	0.00012430297	0.0001151305	0.000069761554	0.00003953269	0.000073686526	0.000050807717	0.0000513762	0.00004370559	0.000018930901	0.00015630726	0.000056130455	0.00013380115	0.00010094391	0.00023328075	0.00034197257	0.00016410156	0.00016408958	0.00012013456	0.00026618358	0.000111692294	0.00024491924	0.00005356165	0.12811615	0.16564976	0.1184744	0.15063639	0.12745866	0.16871795	0.118166655	0.17991154	0.000049714985	0.000079797246	0.00023321883
EHA04815_bin.177	0.00003209317	0.000002377379	0.00005684228	0.00006481156	0.000089044406	0.00006302464	0.00006075227	0.000105420324	0.0000053793638	0.00015443686	0.000027268177	0.00012059027	0.00012688263	0.00011301088	0.00015888957	0.00010739608	0.00013936055	0.00014018979	0.00016232401	0.000068070236	0.00010099543	0.00013066459	0.00006525665	0.000092900475	0.00011413166	0.00021464529	0.000065903005	0.000042581007	0.00012165808	0.00013157468	0.00017523508	0.000016130418	0.0000143325415	0.00020085936	0.00015166301	0.00015985616	0.00009448506	0.00006821176	0.00012184376	0.00005199435	0.000069070535	0.00010755539	0.000048778667	0.00005020284	0.00012954697	0.00011504171	0.101088196	0.1267385	0.10819988	0.11023636	0.12159238	0.12391903	0.12384644	0.13629147	0.00003607115	0.000078498655	0.000098222146
EHA04815_bin.178	0.0011780472	0.002485953	0.0024001342	0.00013069047	0.0038564329	0.004465647	0.0059836013	0.0020623987	0.00034042285	0.0047363252	0.000622846	0.0010016315	0.0010735946	0.007195122	0.007117144	0.011914386	0.0030611416	0.0020023184	0.0059421547	0.0026539455	0.0028570832	0.00296228	0.004384183	0.00067299214	0.00046601586	0.003159398	0.0040852563	0.0028791814	0.0021748166	0.0019688923	0.006323347	0.0005678451	0.0002734576	0.0065299626	0.0046486747	0.006343424	0.00380133	0.0076767704	0.0005704565	0.0031912506	0.0014354329	0.0016763095	0.002739541	0.00085736794	0.0010340493	0.003274318	0.071323484	0.07876227	0.08007212	0.072631	0.06327598	0.07105903	0.07010608	0.12195833	0.0016420624	0.0057291277	0.0003431514
EHA04815_bin.179	0.0007201435	0.00060381886	0.0006680278	0.0010791933	0.0009572295	0.0031224855	0.0014566072	0.002794134	0.0002343412	0.0015321275	0.0004905014	0.0035552327	0.0011388315	0.002087027	0.0018406543	0.0021024516	0.00082260073	0.0027326888	0.002043283	0.0012281174	0.0026399596	0.0013197403	0.00501518	0.0054997974	0.0030945188	0.0024284495	0.0011884136	0.0012608177	0.0021154424	0.0011077084	0.0011385604	0.00029129034	0.00023646207	0.0016613625	0.0007005639	0.0012075774	0.0010303528	0.0036509335	0.005007493	0.00024856545	0.0011380444	0.001217894	0.0025864008	0.0013533937	0.003617591	0.00035115343	0.27269652	0.2620901	0.21619864	0.2876312	0.24299373	0.34617093	0.27416244	0.25173602	0.00077091996	0.0028414126	0.0014776529
EHA04815_bin.181	0.0061287754	0.002730168	0.0005179828	0.0011551015	0.0023739622	0.0026458704	0.0026481224	0.0010432692	0.00013628126	0.005749317	0.0041090925	0.0024407324	0.0037100127	0.0028839046	0.002081914	0.00338953	0.004933395	0.0022592975	0.0022234223	0.002482257	0.002642321	0.0034212582	0.0036211673	0.0011665163	0.0019934506	0.0032948994	0.0012280756	0.005472973	0.0035754417	0.0054259114	0.0017092552	0.005874683	0.0003229051	0.0022159182	0.004732694	0.0025239012	0.002072946	0.0037900466	0.0049006813	0.0069791647	0.0032991355	0.0078072054	0.0050556026	0.003924474	0.005873977	0.005878021	0.18046077	0.18333107	0.1529992	0.19786674	0.17492625	0.23670053	0.15823416	0.1861824	0.0003442879	0.002674454	0.0020968367
EHA04815_bin.182	0.00028378036	0.00022590456	0.00007631852	0.0002926543	0.0010688441	0.00039370457	0.0008646495	0.00028814268	0.000017527196	0.0005091971	0.00008746056	0.00042312726	0.00018073595	0.0006439608	0.0005798994	0.0005212425	0.00018661375	0.00040872092	0.00038450852	0.00013938526	0.0004728429	0.00051351753	0.00047805023	0.00024822372	0.000093600596	0.0004557662	0.0002707559	0.0006152187	0.00033434544	0.00019862564	0.00037514066	0.00046045828	0.000020876201	0.0043792934	0.00036022722	0.00046266147	0.00035993513	0.00066511077	0.03902878	0.027749037	0.042459253	0.02414238	0.041790456	0.02845344	0.053314473	0.01248669	0.13718815	0.16051517	0.13863498	0.15094359	0.15547474	0.14817782	0.17099684	0.12488121	0.0001243962	0.0007647802	0.00034180025
EHA04815_bin.184	0.00024840946	0.000689473	0.00016272739	0.00042227557	0.0008994264	0.00031953998	0.0018394139	0.00025281782	0.0001639528	0.00074998214	0.0001476534	0.00020147946	0.00063786143	0.0007574933	0.0027697529	0.0003002888	0.0018711524	0.00013624474	0.0005640252	0.0003771131	0.00022283506	0.0011470695	0.00045465463	0.00091866276	0.0011326515	0.0005457236	0.00033483465	0.00087513606	0.0007902305	0.0007175703	0.0009578963	0.0015134385	0.000018230052	0.0010471243	0.0028838553	0.00044375058	0.0002356752	0.00018026655	0.0010428224	0.0027801944	0.028050587	0.011252195	0.0054621496	0.0025271506	0.017976195	0.009416529	0.049105067	0.044753242	0.0648755	0.0512056	0.077652365	0.034956627	0.053728513	0.042848606	0.000082943516	0.0004264582	0.00017722677
EHA04815_bin.188	0.005839304	0.0025157318	0.004231269	0.011827781	0.00614697	0.0036067476	0.0060463487	0.011512614	0.0009863991	0.0079306895	0.0016077067	0.0013285959	0.009445891	0.015408788	0.0008474527	0.005205335	0.012268742	0.010476808	0.0027787997	0.007292206	0.0066743237	0.0029535617	0.00694486	0.0042952932	0.0020878555	0.0031468438	0.0014517665	0.0026815103	0.007979573	0.005158463	0.0010135719	0.0013226022	0.000282649	0.0045275562	0.0019904918	0.0040786355	0.012816897	0.006623208	0.018598992	0.021471005	0.03711386	0.021026006	0.011476947	0.013142763	0.050883587	0.011342087	0.06254667	0.077708445	0.10668636	0.0632521	0.109331325	0.042819377	0.09391548	0.06893364	0.0036603706	0.0126035055	0.008224602
EHA04815_bin.190	0.0155058345	0.0055018812	0.0029404154	0.01307475	0.014774457	0.003552258	0.004898196	0.0011132578	0.00048541688	0.0026978722	0.0018812766	0.003965788	0.008862762	0.006781288	0.004864161	0.0025452957	0.014622511	0.0075528757	0.0009793309	0.0058042016	0.0061567305	0.015889479	0.0054302625	0.004163314	0.0040028356	0.0072320513	0.0043439018	0.0031301023	0.0075487946	0.0066232015	0.002241352	0.0056697996	0.00017674427	0.0025043911	0.012765063	0.001729818	0.0032026235	0.020736199	0.02821171	0.0074651167	0.28488135	0.026663031	0.02519164	0.06757641	0.032770533	0.009930926	0.08898051	0.09782557	0.08166494	0.093014576	0.11330873	0.11131227	0.09860619	0.09326517	0.00062976277	0.003899636	0.060954824
EHA04815_bin.192	0.0005455569	0.00021957292	0.00041023103	0.004904688	0.0005221346	0.00035382225	0.0004748497	0.00045515623	0.00015364608	0.0003057901	0.0003064997	0.0005803346	0.001878301	0.0003893897	0.00076904526	0.00032065657	0.001605203	0.00047699947	0.0012091027	0.00068994216	0.00044801613	0.00080936	0.00037171255	0.0007590147	0.0033565632	0.0012692163	0.00031135548	0.0006375875	0.0005289925	0.0005823699	0.00057018874	0.0005352302	0	0.00056284555	0.00041855845	0.0022093994	0.00084844045	0.00037676617	0.001201786	0.000105987514	0.000462312	0.0021482413	0.00061015453	0.00066537806	0.00055277953	0.00048624218	0.0578912	0.066803314	0.07880547	0.064657845	0.075519025	0.065164976	0.08939648	0.046669684	0.00039519937	0.0003560936	0.002277907
EHA04815_bin.198	0.00018958654	0.00042491604	0.0002612419	0.00002798169	0.0005309263	0.00041628044	0.0011954458	0.00035233205	0.000006476721	0.0007535793	0.00005713382	0.00040087342	0.0002531147	0.00046664695	0.000843244	0.00048391195	0.00024275966	0.00008309867	0.00052285136	0.0004014884	0.0005380238	0.0007562907	0.00019325865	0.0002794529	0.00008724739	0.00029937865	0.0001838274	0.00065191137	0.0002876045	0.00016623594	0.00043301997	0.0012569203	0.00008901287	0.00008469252	0.000556819	0.00023232367	0.000020016325	0.0006641453	0.0007385728	0.00034176672	0.00053326343	0.0006956529	0.0007454386	0.0005992585	0.00050850265	0.0006858538	0.050546292	0.059948478	0.06146331	0.05808919	0.050949667	0.05430488	0.054509237	0.07182315	0.00014647444	0.00046583844	0.0002606489
EHA04815_bin.19	0.000018353254	0.000035586803	0.000013038631	0.0000087257995	0.000069826165	0.0000067536207	0.000036993217	0.000023101811	0.000007720129	0.000052611256	0.000038368245	0.000073040865	0.000054706445	0.000024368363	0.00006565695	0.00003373757	0.00001704827	0.00021424767	0.00006258753	0.000019863666	0.000023589035	0.000030259363	0.00006635191	0.00006946745	0.000017880622	0.00003693525	0.00004619262	0.00004649259	0.000037858557	0.00004281496	0.000048044956	0.00007048267	0.0000148221125	0.00035491012	0.00007211675	0.000014837234	0.000025459423	0.0001101662	0	0.000098498014	0.00009671086	0.00008107467	0.00003436724	0.0005661233	0.00026953252	0.0000591715	0.13551836	0.17490685	0.16267201	0.1464564	0.11017326	0.14532657	0.15817216	0.17906198	0.0000138910345	0.000009144609	0.000005064479
EHA04815_bin.1	0.0050282003	0.006911321	0.005098201	0.019218715	0.014058706	0.01883831	0.019175407	0.016207917	0.0017139	0.016116783	0.0061920104	0.01251132	0.013368765	0.011864579	0.020207282	0.009969606	0.016434241	0.023886971	0.012493838	0.010036652	0.018788036	0.012426824	0.016798817	0.025051937	0.009999672	0.021110145	0.0199533	0.017870624	0.016491389	0.014075676	0.01218536	0.01416089	0.0008938766	0.0060998923	0.00996023	0.007887986	0.008996836	0.014842206	0.0070502046	0.0052826554	0.006733882	0.006920299	0.0037708185	0.0053415513	0.009705554	0.007812809	0.08743229	0.08221206	0.078606375	0.07552289	0.07391337	0.09374781	0.07420209	0.0813909	0.0039627966	0.020672105	0.031620435
EHA04815_bin.200	0.0069206287	0.0007575747	0.0014493212	0.00041648786	0.001113105	0.0005429336	0.0008195885	0.0017526818	0.0010379807	0.0062797084	0.00035144752	0.0020526676	0.002801966	0.0019919851	0.0009550862	0.0009652961	0.000881222	0.00607746	0.0049143094	0.0072613275	0.0047947643	0.002094356	0.011013675	0.0002635203	0.0007878723	0.0015236444	0.006468742	0.0019108399	0.008726615	0.0007738597	0.002808452	0.0016743211	0.00038159214	0.0023984944	0.0009031964	0.009819934	0.009748789	0.001386445	0.0009287833	0.05705617	0.001290472	0.020391895	0.021474246	0.0017332679	0.006204848	0.03259656	0.054765817	0.07263195	0.06392829	0.064624146	0.050302442	0.060843036	0.054478213	0.09199715	0.0011172686	0.0009124142	0.0012279741
EHA04815_bin.201	0.00028103704	0.00053871475	0.0003567919	0.000101049554	0.00035744658	0.0006367888	0.0002844982	0.00047202787	0.00020779442	0.00027124138	0.0001916081	0.00027035037	0.00006175121	0.00063564227	0.00038008622	0.00068073894	0.00029156433	0.00047455748	0.00046780487	0.0032022414	0.00043717658	0.00024270407	0.00038072965	0.0007373322	0.00022752202	0.0006139413	0.00039483054	0.00013846291	0.0009838158	0.00050498085	0.00026575246	0.0027965298	0.00032808442	0.0005162538	0.00040360575	0.00047703917	0.00015351914	0.0006807868	0.0018418845	0.011296245	0.009609288	0.0043510133	0.0048008263	0.0055800043	0.0017723981	0.004263496	0.094713755	0.056712866	0.12403367	0.07831648	0.05668235	0.062619865	0.05090273	0.09369902	0.00018636374	0.0010254611	0.0003402798
EHA04815_bin.211	0.0013202652	0.002333895	0.0027838089	0.0049300236	0.005122945	0.007802087	0.006987041	0.0050028735	0.00087908685	0.0076319515	0.001787375	0.005836671	0.004139567	0.0037491748	0.0039782515	0.005700419	0.0041995808	0.0030391624	0.0034322313	0.0044056773	0.0070923283	0.0060303053	0.005167533	0.006499151	0.0025130245	0.0062269215	0.0043777833	0.0044455123	0.004945683	0.0026291483	0.0052563385	0.0016539943	0.00012613855	0.014573144	0.002022851	0.0024233786	0.002972213	0.0066103754	0.0036800914	0.009089385	0.004705195	0.0046001873	0.006001704	0.003259758	0.003506013	0.004453169	0.060137156	0.05493585	0.053931072	0.06691176	0.051490046	0.06835856	0.07067736	0.056473486	0.0011316895	0.007042721	0.0126396315
EHA04815_bin.23	0.000047029178	0.00006875085	0.00018513465	0.00013298339	0.00020560231	0.000217138	0.00027156694	0.00015947904	0.000017364646	0.00024147345	0.00006097639	0.00022374012	0.00010367429	0.00010946878	0.00008750117	0.00009251158	0.00012474363	0.000112997244	0.00015005133	0.000045740562	0.00017999888	0.00013442717	0.00011114299	0.00018682049	0.00003701107	0.00016369576	0.000033963	0.000030199699	0.00007854479	0.000039827046	0.00009653058	0.00029371242	0	0.000089791814	0.00008927579	0.00015815406	0.00002563348	0.0001428483	0.00031402745	0.00037095993	0.0010323407	0.00033132776	0.00022089838	0.00031192476	0.00037951177	0.00048767932	0.05108359	0.050193828	0.029407522	0.0686695	0.038051568	0.0784805	0.03906952	0.031603683	0.00003049643	0.00021457356	0.00035024263
EHA04815_bin.24	0.0011468758	0.00080785115	0.0011230157	0.00004645779	0.00040813055	0.0012199347	0.00080649264	0.001213946	0.00016000889	0.0004735826	0.00028294622	0.0011283101	0.000039605475	0.0029338626	0.0018907905	0.0017047632	0.0012596035	0.00014698372	0.001572048	0.0006332233	0.00006242826	0.0028399068	0.00050500967	0.00022767765	0.0003477398	0.0017381979	0.00010631972	0.002046162	0.0008631055	0.00016544102	0.0051579336	0.00050454476	0.000048802187	0.0024958954	0.0017902402	0.0037023458	0.000079117875	0.0015724545	0.0006981878	0.0068988204	0.0063660815	0.005535646	0.0022487242	0	0.0057527833	0.009168094	0.1684731	0.1331824	0.22396736	0.14409019	0.11222942	0.16007173	0.12022828	0.2590422	0.0003624517	0.0012055379	0.000020529265
EHA04815_bin.26	0	0.0000013446221	0.0000018196164	0.0000019462007	0.00000012894321	0.000008633367	0.0000007085833	0.0000016863719	0	0.0000044723606	0	0.0000027148299	0.0000030281742	0.000002525869	0.00000030662764	0.000005908932	0.0000014096722	0	0.000005636014	0	0	0.000004227938	0.00000083975505	0.0000024972571	0.0000016467772	0.0000026380562	0	0	0	0	0.000007239835	0.000001954007	0	0.0000026146395	0	0.000002002055	0	0.000003699983	0.000038502152	0.000023072436	0.000025566342	0.00028306045	0.00018054374	0.00001570789	0.000023162067	0.00010696174	0.04831014	0.041307993	0.041690487	0.043992143	0.05747118	0.048972983	0.05834606	0.026357472	0.0000054402453	0.0000037867837	0.0000035947585
